=======================================
Testing Seeds 5001-5500 (500 seeds)
=======================================

Step 1: Generating teams...
Step 2: Running JavaScript battles...
Step 3: Running Rust battles...
Step 4: Comparing results...

Seed 5340: ✓ PASS (100%) - 54/54 turns
Seed 5341: ✓ PASS (100%) - 56/56 turns
Seed 5342: ✓ PASS (100%) - 100/100 turns
Seed 5343: ✗ FAIL (56%) - 53/94 turns
Seed 5344: ✓ PASS (100%) - 46/46 turns
Seed 5345: ✗ FAIL (72%) - 49/68 turns
Seed 5346: ✓ PASS (100%) - 22/22 turns
Seed 5347: ✓ PASS (100%) - 98/98 turns
Seed 5348: ✓ PASS (100%) - 60/60 turns
Seed 5349: ✓ PASS (100%) - 64/64 turns
Seed 5350: ✓ PASS (100%) - 33/33 turns
Seed 5351: ✓ PASS (100%) - 80/80 turns
Seed 5352: ✓ PASS (100%) - 82/82 turns
Seed 5353: ✓ PASS (100%) - 31/31 turns
Seed 5354: ✓ PASS (100%) - 86/86 turns
Seed 5355: ✓ PASS (100%) - 82/82 turns
Seed 5356: ✓ PASS (100%) - 47/47 turns
Seed 5357: ✓ PASS (100%) - 100/100 turns
Seed 5358: ✗ FAIL (20%) - 15/72 turns
Seed 5359: ✓ PASS (100%) - 76/76 turns
Seed 5360: ✓ PASS (100%) - 48/48 turns
Seed 5361: ✓ PASS (100%) - 49/49 turns
Seed 5362: ✓ PASS (100%) - 44/44 turns
Seed 5363: ✓ PASS (100%) - 100/100 turns
Seed 5364: ✓ PASS (100%) - 39/39 turns
Seed 5365: ✓ PASS (100%) - 24/24 turns
Seed 5366: ✓ PASS (100%) - 83/83 turns
Seed 5367: ✓ PASS (100%) - 35/35 turns
Seed 5368: ✓ PASS (100%) - 59/59 turns
Seed 5369: ✓ PASS (100%) - 52/52 turns
Seed 5370: ✓ PASS (100%) - 58/58 turns
Seed 5371: ✓ PASS (100%) - 66/66 turns
Seed 5372: ✓ PASS (100%) - 52/52 turns
Seed 5373: ✓ PASS (100%) - 63/63 turns
Seed 5374: ✓ PASS (100%) - 72/72 turns
Seed 5375: ✓ PASS (100%) - 58/58 turns
Seed 5376: ✓ PASS (100%) - 28/28 turns
Seed 5377: ✗ FAIL (51%) - 24/47 turns
Seed 5378: ✓ PASS (100%) - 100/100 turns
Seed 5379: ✗ FAIL (8%) - 2/25 turns
Seed 5380: ✗ FAIL (8%) - 8/100 turns
Seed 5381: ✓ PASS (100%) - 37/37 turns
Seed 5382: ✓ PASS (100%) - 74/74 turns
Seed 5383: ✓ PASS (100%) - 52/52 turns
Seed 5384: ✓ PASS (100%) - 23/23 turns
Seed 5385: ✓ PASS (100%) - 98/98 turns
Seed 5386: ✓ PASS (100%) - 62/62 turns
Seed 5387: ✓ PASS (100%) - 20/20 turns
Seed 5388: ✓ PASS (100%) - 53/53 turns
Seed 5389: ✓ PASS (100%) - 90/90 turns
Seed 5390: ✓ PASS (100%) - 75/75 turns
Seed 5391: ✓ PASS (100%) - 32/32 turns
Seed 5392: ✓ PASS (100%) - 75/75 turns
Seed 5393: ✓ PASS (100%) - 99/99 turns
Seed 5394: ✓ PASS (100%) - 52/52 turns
Seed 5395: ✗ FAIL (40%) - 17/42 turns
Seed 5396: ✓ PASS (100%) - 57/57 turns
Seed 5397: ✓ PASS (100%) - 33/33 turns
Seed 5398: ✓ PASS (100%) - 48/48 turns
Seed 5399: ✓ PASS (100%) - 51/51 turns
Seed 5400: ✓ PASS (100%) - 60/60 turns
Seed 5401: ✓ PASS (100%) - 40/40 turns
Seed 5402: ✓ PASS (100%) - 50/50 turns
Seed 5403: ✓ PASS (100%) - 70/70 turns
Seed 5404: ✓ PASS (100%) - 45/45 turns
Seed 5405: ✓ PASS (100%) - 100/100 turns
Seed 5406: ✓ PASS (100%) - 43/43 turns
Seed 5407: ✓ PASS (100%) - 73/73 turns
Seed 5408: ✓ PASS (100%) - 46/46 turns
Seed 5409: ✓ PASS (100%) - 89/89 turns
Seed 5410: ✓ PASS (100%) - 27/27 turns
Seed 5411: ✓ PASS (100%) - 31/31 turns
Seed 5412: ✓ PASS (100%) - 18/18 turns
Seed 5413: ✓ PASS (100%) - 75/75 turns
Seed 5414: ✓ PASS (100%) - 75/75 turns
Seed 5415: ✓ PASS (100%) - 72/72 turns
Seed 5416: ✓ PASS (100%) - 33/33 turns
Seed 5417: ✓ PASS (100%) - 98/98 turns
Seed 5418: ✓ PASS (100%) - 61/61 turns
Seed 5419: ✓ PASS (100%) - 33/33 turns
Seed 5420: ✓ PASS (100%) - 84/84 turns
Seed 5421: ✓ PASS (100%) - 42/42 turns
Seed 5422: ✗ FAIL (4%) - 2/44 turns
Seed 5423: ✓ PASS (100%) - 32/32 turns
Seed 5424: ✓ PASS (100%) - 55/55 turns
Seed 5425: ✓ PASS (100%) - 52/52 turns
Seed 5426: ✓ PASS (100%) - 79/79 turns
Seed 5427: ✓ PASS (100%) - 36/36 turns
Seed 5428: ✓ PASS (100%) - 24/24 turns
Seed 5429: ✓ PASS (100%) - 66/66 turns
Seed 5430: ✓ PASS (100%) - 28/28 turns
Seed 5431: ✓ PASS (100%) - 36/36 turns
Seed 5432: ✓ PASS (100%) - 100/100 turns
Seed 5433: ✓ PASS (100%) - 78/78 turns
Seed 5434: ✓ PASS (100%) - 64/64 turns
Seed 5435: ✓ PASS (100%) - 100/100 turns
Seed 5436: ✓ PASS (100%) - 30/30 turns
Seed 5437: ✓ PASS (100%) - 49/49 turns
Seed 5438: ✓ PASS (100%) - 51/51 turns
Seed 5439: ✓ PASS (100%) - 100/100 turns
Seed 5440: ✓ PASS (100%) - 39/39 turns
Seed 5441: ✓ PASS (100%) - 30/30 turns
Seed 5442: ✓ PASS (100%) - 21/21 turns
Seed 5443: ✓ PASS (100%) - 55/55 turns
Seed 5444: ✓ PASS (100%) - 33/33 turns
Seed 5445: ✓ PASS (100%) - 12/12 turns
Seed 5446: ✓ PASS (100%) - 37/37 turns
Seed 5447: ✓ PASS (100%) - 71/71 turns
Seed 5448: ✓ PASS (100%) - 41/41 turns
Seed 5449: ✓ PASS (100%) - 21/21 turns
Seed 5450: ✓ PASS (100%) - 31/31 turns
Seed 5451: ✓ PASS (100%) - 31/31 turns
Seed 5452: ✓ PASS (100%) - 37/37 turns
Seed 5453: ✓ PASS (100%) - 62/62 turns
Seed 5454: ✓ PASS (100%) - 37/37 turns
Seed 5455: ✓ PASS (100%) - 53/53 turns
Seed 5456: ✓ PASS (100%) - 24/24 turns
Seed 5457: ✓ PASS (100%) - 36/36 turns
Seed 5458: ✓ PASS (100%) - 25/25 turns
Seed 5459: ✓ PASS (100%) - 36/36 turns
Seed 5460: ✓ PASS (100%) - 42/42 turns
Seed 5461: ✓ PASS (100%) - 68/68 turns
Seed 5462: ✓ PASS (100%) - 36/36 turns
Seed 5463: ✓ PASS (100%) - 64/64 turns
Seed 5464: ✓ PASS (100%) - 45/45 turns
Seed 5465: ✓ PASS (100%) - 36/36 turns
Seed 5466: ✓ PASS (100%) - 61/61 turns
Seed 5467: ✓ PASS (100%) - 73/73 turns
Seed 5468: ✗ FAIL (24%) - 24/100 turns
Seed 5469: ✓ PASS (100%) - 92/92 turns
Seed 5470: ✓ PASS (100%) - 39/39 turns
Seed 5471: ✓ PASS (100%) - 18/18 turns
Seed 5472: ✓ PASS (100%) - 22/22 turns
Seed 5473: ✓ PASS (100%) - 69/69 turns
Seed 5474: ✓ PASS (100%) - 100/100 turns
Seed 5475: ✓ PASS (100%) - 56/56 turns
Seed 5476: ✓ PASS (100%) - 31/31 turns
Seed 5477: ✓ PASS (100%) - 57/57 turns
Seed 5478: ✓ PASS (100%) - 49/49 turns
Seed 5479: ✓ PASS (100%) - 76/76 turns
Seed 5480: ✓ PASS (100%) - 32/32 turns
Seed 5481: ✓ PASS (100%) - 90/90 turns
Seed 5482: ✓ PASS (100%) - 55/55 turns
Seed 5483: ✓ PASS (100%) - 28/28 turns
Seed 5484: ✓ PASS (100%) - 63/63 turns
Seed 5485: ✓ PASS (100%) - 40/40 turns
Seed 5486: ✓ PASS (100%) - 65/65 turns
Seed 5487: ✓ PASS (100%) - 19/19 turns
Seed 5488: ✓ PASS (100%) - 40/40 turns
Seed 5489: ✓ PASS (100%) - 53/53 turns
Seed 5490: ✓ PASS (100%) - 22/22 turns
Seed 5491: ✓ PASS (100%) - 34/34 turns
Seed 5492: ✗ FAIL (23%) - 8/34 turns
Seed 5493: ✓ PASS (100%) - 45/45 turns
Seed 5494: ✓ PASS (100%) - 50/50 turns
Seed 5495: ✓ PASS (100%) - 26/26 turns
Seed 5496: ✓ PASS (100%) - 56/56 turns
Seed 5497: ✓ PASS (100%) - 55/55 turns
Seed 5498: ✓ PASS (100%) - 48/48 turns
Seed 5499: ✓ PASS (100%) - 29/29 turns
Seed 5500: ✓ PASS (100%) - 39/39 turns

=======================================
Summary
=======================================
Total seeds tested: 500
